Area,Bedrooms,Bathrooms,Parking,Age,LocationScore,MetroDistance,SchoolDistance,HospitalDistance,CrimeRate,PopulationDensity,City,Locality,PropertyType,Furnishing,Price
1320,3,1.0,1,71,9.223837192450791,0.5998715441393107,5.889145107422688,7.044161842715822,3.430952473106769,4043,Miami,Downtown,Single-Family,Fully Furnished,992800.0
2729,4,1.5,2,67,3.0219450200721303,2.2958723672537515,3.209631631791477,9.112861230168319,1.1851632766528675,3268,Chicago,Waterfront,Apartment,Fully Furnished,763000.0
3026,5,2.0,0,4,3.6348198442271595,1.1677378872885464,4.968200570062199,1.019291839237404,0.5222786559356024,300,New York,Suburbs,Apartment,Fully Furnished,802600.0
1443,3,1.0,1,28,5.264378647476269,17.513491427261386,2.6143969622890344,1.5791387635350251,0.17397804873806674,4188,Los Angeles,Uptown,Single-Family,Fully Furnished,750800.0
2870,5,1.0,3,5,8.244996361309616,3.0359919413392937,1.4410193053906626,7.639903643573094,1.6531303211909265,6573,Chicago,Uptown,Condo,Fully Furnished,1024200.0
2430,5,2.0,1,68,6.894811868253829,2.9253431577734337,5.843397641096403,10.139206998681058,0.4936664122874048,4284,Miami,Eastside,Townhouse,Fully Furnished,763800.0
2757,4,2.0,1,57,6.110797948161731,0.8735191208321325,7.256038966106677,10.54944847204,2.7864876477225766,5916,Chicago,Downtown,Apartment,Semi-Furnished,654100.0
3617,6,2.5,0,42,6.735455073780825,1.838948703153408,1.6319430608602725,8.416247240571439,1.3937642851454453,4516,Chicago,Uptown,Single-Family,Unfurnished,1125700.0
1903,3,1.0,0,68,2.769597550418373,0.46327423718679295,7.381483409388085,2.81079528169445,2.9372017596989894,3587,Miami,Uptown,Penthouse,Semi-Furnished,516300.0
1497,2,1.0,1,71,5.821309138039256,5.031987906621242,1.2934204517954413,2.7427497185980125,1.2543247639867348,3036,Miami,Suburbs,Single-Family,Fully Furnished,453100.0
1388,3,2.0,1,36,9.936506316313027,1.4077324915249767,5.938162683886344,10.635671594607269,2.2159204497680145,1934,New York,Westside,Condo,Fully Furnished,817800.0
1447,2,1.0,1,57,2.7075691755127025,4.879660708057131,7.683672233796247,1.8022069334486672,0.5228585400174365,6351,New York,Eastside,Single-Family,Fully Furnished,378600.0
2038,3,1.5,1,36,6.153973421079091,1.626559035835197,1.349492877698654,8.389814937247479,1.0489253255858917,5961,New York,Uptown,Apartment,Unfurnished,715300.0
2372,4,1.5,0,25,4.365194093258997,15.70810823145584,3.5937023646917563,6.635328648922573,0.02939572315395951,3943,Miami,Downtown,Apartment,Semi-Furnished,556800.0
2321,4,1.0,2,41,6.319306374895672,0.6568864547181648,2.832168362395516,5.346331105576484,1.404096457601214,451,Houston,Downtown,Single-Family,Unfurnished,796700.0
2761,6,2.0,2,15,6.590550080269973,0.1,3.2301264514359658,5.563847510884339,1.1445156918446602,5444,New York,Eastside,Townhouse,Semi-Furnished,1258200.0
2110,3,1.0,0,21,6.619783184955807,3.1620313990938698,6.0744899652278574,11.369884671454692,2.1114751040060424,2690,Los Angeles,Westside,Single-Family,Semi-Furnished,916700.0
3262,4,1.5,1,22,8.817670282487093,10.698143504591021,5.357273673933363,10.406596798815455,1.9582109734815498,4787,Houston,Uptown,Townhouse,Fully Furnished,976100.0
1888,3,1.5,0,46,5.117979317389287,3.645041273368985,7.75575832280999,10.447314434640079,1.4817485840813527,1417,New York,Uptown,Apartment,Semi-Furnished,558600.0
4276,6,2.5,2,66,6.130833301331967,0.3136779161129102,1.6467401261800936,5.176110543651656,0.08753317546014272,4683,Los Angeles,Uptown,Penthouse,Semi-Furnished,2416600.0
2600,5,1.5,2,2,2.0874271917419884,2.721507757078248,4.4374347807418655,1.7302839004790342,3.499716570514564,4237,Miami,Westside,Townhouse,Unfurnished,597700.0
1414,2,1.0,2,11,8.316404812638133,8.40791380318646,3.7031839342684085,11.975153480852867,0.027275270241130186,300,Los Angeles,Downtown,Single-Family,Semi-Furnished,973000.0
1243,2,1.0,1,22,4.075901659006823,0.1,7.367077649620847,2.1714455034380373,2.4388667346569095,7735,New York,Uptown,Condo,Unfurnished,484700.0
2485,4,1.5,1,10,8.532440192324131,0.6391568946656128,0.2828300133202876,6.429196798779565,0.9790053599962539,3848,Chicago,Eastside,Condo,Semi-Furnished,679500.0
1921,4,1.0,0,51,4.1251093310425375,5.897613017917093,7.915529125983334,3.543120668881509,2.555569835688754,3981,Chicago,Uptown,Single-Family,Unfurnished,408700.0
2671,4,2.5,1,49,2.086307970099938,7.852040754602049,3.9419276521057247,6.3735429089739455,0.9384287185292515,5569,Los Angeles,Eastside,Apartment,Fully Furnished,330200.0
2478,4,1.0,1,56,3.238650545547574,4.298458550288168,5.07920924842206,4.006731732180453,1.5616665719552159,4398,Miami,Eastside,Apartment,Semi-Furnished,310300.0
2041,4,1.0,0,63,9.885463220577343,16.711773257083074,3.008409935284581,10.814196367141033,0.6771037752946767,5227,Houston,Waterfront,Apartment,Unfurnished,598400.0
1422,2,1.0,2,45,4.558409967583908,0.33091797510733184,6.849708023624891,11.635928350651886,2.0419855264655076,2211,Chicago,Suburbs,Single-Family,Unfurnished,270300.0
888,3,2.0,1,28,2.8705912161019773,2.7613103506764762,4.583505971923385,5.215739250335655,0.43989879950905636,4215,Houston,Westside,Condo,Fully Furnished,234400.0
1742,3,1.0,2,69,2.9500704290060042,4.043080603789906,5.3699253027481655,1.3071808666419458,1.906002004132314,681,Miami,Suburbs,Penthouse,Fully Furnished,420800.0
2785,5,2.0,1,45,4.48274171245779,4.244896695816792,5.261456722873277,8.128365142473042,0.3223588321012902,4024,Chicago,Westside,Condo,Unfurnished,494800.0
2271,4,2.0,2,15,2.3011603289341043,5.520831285868382,3.0390606912023137,4.831193986557385,1.921106288933717,7390,Miami,Suburbs,Apartment,Unfurnished,299600.0
1103,2,1.0,3,50,6.09190870497563,8.73770090666945,0.7927297672916036,11.838639543498912,0.5215118647847165,1488,New York,Waterfront,Single-Family,Unfurnished,960600.0
2238,3,1.0,2,10,3.7099273239145614,1.5709930461170498,6.5001085635335905,1.527809945676585,0.48990833053563815,3798,Houston,Suburbs,Single-Family,Semi-Furnished,364200.0
2408,4,1.5,2,10,6.154485131174978,0.15369772680897037,2.4597841696376768,1.8699540679943718,2.502937666041073,300,New York,Uptown,Penthouse,Semi-Furnished,2158400.0
1392,3,1.0,2,62,3.1261137495937614,1.5753846204619606,6.821655782126095,8.543365813145291,2.520536217324179,4515,Miami,Suburbs,Condo,Unfurnished,209600.0
2222,4,2.0,1,52,5.438857832139939,3.8974875027114044,4.947415468568446,9.224470427068237,1.7635755260834396,5432,Miami,Suburbs,Apartment,Fully Furnished,419000.0
2146,3,1.5,0,57,6.783334867209956,0.8403735375956701,2.9588908731603287,5.91760864934148,3.863730650874018,5266,Los Angeles,Downtown,Penthouse,Fully Furnished,1487300.0
1185,3,1.0,1,18,2.495999506704864,5.81206099857807,4.835127761994258,3.688542928061565,0.2547484578131186,3296,Los Angeles,Westside,Apartment,Fully Furnished,361300.0
2386,4,1.5,2,31,5.1899944740084685,0.8685579966211362,5.234843000419213,4.062815565000202,0.4706722176049727,300,Chicago,Suburbs,Condo,Semi-Furnished,424100.0
2548,4,1.5,3,49,4.420190567917502,0.1,5.712130580517644,4.386689113844614,0.522239991611466,2016,New York,Eastside,Penthouse,Fully Furnished,1352500.0
2966,5,2.0,1,71,3.922878531909072,2.4830426292673335,6.614237449155156,3.0907428923757894,0.546383271857357,7012,New York,Uptown,Apartment,Fully Furnished,952000.0
2943,5,2.0,1,54,6.836277008675972,4.537096060837612,1.4460885493002806,10.282389303694519,0.5963168019863949,6257,Miami,Uptown,Townhouse,Unfurnished,935500.0
997,3,1.0,1,75,6.708335886123258,1.5058848395320996,7.564326201195209,1.2483878868801714,1.7910791421810108,4317,Los Angeles,Westside,Single-Family,Fully Furnished,677700.0
1349,3,1.5,3,40,7.045598453421548,4.836605496484839,3.4045567925345845,5.183694976900618,0.47362475551424255,4824,Houston,Waterfront,Condo,Semi-Furnished,541000.0
2512,5,2.5,0,69,3.271061363460171,2.0194060031328855,6.9115123273357435,9.097436165671413,0.5051449436482357,2444,Miami,Westside,Single-Family,Semi-Furnished,701300.0
2511,4,1.0,1,20,4.285673958898622,0.6593913161211623,1.9197408438687242,0.5439929561373564,1.267402024643124,7081,New York,Uptown,Apartment,Unfurnished,950400.0
2512,4,1.5,1,25,3.67743022396063,0.332235705802227,0.4264259831967754,10.597373942980678,0.3223145812641954,3061,New York,Waterfront,Penthouse,Unfurnished,1970100.0
5182,6,2.0,0,0,6.324028839982735,4.339653902737881,4.672083540258236,8.62237194236269,0.6809297111034684,5374,Miami,Waterfront,Apartment,Semi-Furnished,2252200.0
2556,4,1.5,0,26,5.688525513676931,1.7055358018442484,2.732396976765024,1.343800503591782,0.089530087026148,1844,Miami,Downtown,Townhouse,Unfurnished,1001100.0
3008,4,1.5,1,49,4.642349900742,8.537375583604607,7.878803638594005,10.792460773436039,4.572026713116832,4143,Miami,Eastside,Townhouse,Semi-Furnished,360200.0
2863,5,2.0,2,65,8.288118470947465,2.7197919645328437,1.0147369467799867,6.104007415254406,0.5725664997321265,6996,New York,Suburbs,Condo,Fully Furnished,1054500.0
2621,5,2.0,0,64,2.7517899552670624,1.4993095432414016,0.5689623548274696,8.000752339738582,2.8461013723253865,2606,Houston,Eastside,Single-Family,Semi-Furnished,301800.0
1847,3,1.0,1,9,9.799173510045136,1.5023109494222613,0.5511389847144393,10.643383806966682,1.1323602505192738,5998,New York,Eastside,Apartment,Semi-Furnished,891400.0
2707,5,1.5,2,36,2.93235262252255,0.4932065331893952,1.8916148227455971,10.63336696392885,0.3885683727982075,2338,Miami,Downtown,Townhouse,Fully Furnished,940600.0
1481,3,1.5,3,68,8.184566500546955,3.1530902481696463,4.7176907076496395,5.2005573628362685,0.32244237390100994,2696,Los Angeles,Suburbs,Penthouse,Fully Furnished,1112400.0
1910,3,1.0,3,40,4.945841513286655,3.0543582016364867,4.143394314428595,3.2334290777867425,1.780972208032424,4482,Houston,Downtown,Apartment,Fully Furnished,425700.0
1711,3,1.5,1,45,8.922097833054444,5.632922304148836,2.9305912777017795,3.460347759981032,5.022998807608132,6443,Chicago,Waterfront,Condo,Unfurnished,745100.0
2165,3,1.5,3,76,2.5933595902732964,0.7862430618966764,0.8925862378518923,9.308328243412872,0.30330228751286015,3903,New York,Suburbs,Penthouse,Unfurnished,689100.0
3951,6,3.0,0,44,4.997773681538702,1.2026108512975175,2.0231493393956868,11.188449151547616,0.1839655475169577,5737,Houston,Uptown,Single-Family,Unfurnished,870000.0
606,1,1.0,2,26,4.68354725200189,0.35803702187061964,1.6363471053207916,1.3306527431069746,0.7343286307050352,6788,Houston,Waterfront,Condo,Semi-Furnished,280600.0
2649,4,1.0,1,64,9.945256305804282,1.2251504555519424,6.016201329817178,0.6727268728511582,0.7508440694517734,2957,Miami,Westside,Single-Family,Fully Furnished,1539600.0
809,1,1.0,1,7,9.884391959117004,1.95578189655033,6.283581787410251,9.963753206936518,2.4618029384309414,1449,Houston,Waterfront,Single-Family,Unfurnished,670800.0
1722,5,2.5,1,66,3.518431669331104,11.637589971946868,6.260709301882194,4.945929937421671,0.9491771917559749,3788,New York,Uptown,Townhouse,Unfurnished,514200.0
2971,4,2.0,0,48,7.039575685586711,3.705172544995797,7.75851624643036,3.679166317018852,0.09674568435542863,7046,Los Angeles,Downtown,Single-Family,Unfurnished,1631100.0
2151,3,1.0,2,13,6.284155359287522,5.345469938827284,7.0970559814054495,2.6662992475821814,3.8011647221213027,2874,Houston,Suburbs,Penthouse,Unfurnished,536800.0
1237,3,1.0,1,61,3.23498792992591,1.3782939067409326,4.082877027992338,4.484527013024813,0.7006626809910581,6529,New York,Downtown,Penthouse,Fully Furnished,971700.0
1527,3,1.0,1,42,3.3422376488353844,0.5462945696041389,3.4365009630914884,11.67188302669709,1.6563347878030557,3974,Miami,Eastside,Penthouse,Fully Furnished,487200.0
2643,5,1.5,0,26,9.914013827836438,1.038388317749907,7.342994438133802,11.736417407252514,1.6516202189850355,8012,Houston,Downtown,Apartment,Unfurnished,790000.0
1515,4,2.0,1,26,5.6218399489674615,1.0372007056112873,4.967556965975544,4.312405555402101,0.08698732481746406,8990,Chicago,Suburbs,Townhouse,Semi-Furnished,354900.0
2273,4,1.0,3,67,3.006410336000588,3.0623098173004717,2.496309602799643,11.582436360324825,0.005416757393852263,6562,Chicago,Downtown,Townhouse,Fully Furnished,637100.0
2136,3,1.0,2,74,3.7183203099140343,1.4621142214790541,4.602819416178305,3.948429672005595,0.1382338364799585,1206,Los Angeles,Eastside,Penthouse,Semi-Furnished,884100.0
1578,3,1.0,3,47,4.146784537988397,6.8169633246099055,7.9387654970297845,10.326532595571333,4.703565446206518,300,Miami,Uptown,Apartment,Semi-Furnished,208000.0
3815,6,1.5,1,66,6.0873381065489545,15.64250447972103,6.825866469188425,2.9380484052797353,2.369767324252035,4622,New York,Eastside,Single-Family,Fully Furnished,968900.0
2607,5,2.0,0,24,4.684385036050474,1.47183945082513,2.3939817852644247,10.004607266277896,0.21236656217201785,6313,Houston,Westside,Single-Family,Semi-Furnished,615700.0
500,1,1.0,1,63,5.640094287119368,4.273444913853799,7.633044522154292,4.567899571907609,1.4312609828372134,5502,New York,Suburbs,Single-Family,Fully Furnished,284600.0
2249,4,1.5,1,23,3.3319964088109018,3.7500555581034534,7.8554044695371035,2.7508204793439393,1.4200234324810193,3052,Chicago,Downtown,Townhouse,Unfurnished,517600.0
1570,3,1.0,0,8,4.61382952470005,0.7568592754964467,2.0031022834402386,11.249968935371754,0.0008388753813002863,1528,Miami,Suburbs,Single-Family,Fully Furnished,638000.0
2781,5,2.0,2,7,2.5625327417420323,8.75399298233995,7.1856185243104616,2.9631198229297033,0.8407179449042048,6359,New York,Eastside,Apartment,Unfurnished,610400.0
1465,3,2.0,1,58,9.117682187806789,0.778564597749588,7.08898119805089,11.90610509623128,1.8660232299342177,8217,Houston,Downtown,Apartment,Semi-Furnished,542000.0
2008,3,1.0,0,16,3.590019817348626,4.674033919216891,0.5100778712255167,1.7485997624676326,0.3101541019452689,3159,Miami,Uptown,Single-Family,Semi-Furnished,729400.0
2503,5,1.5,1,42,8.05520108342991,1.4948926581451913,5.423575705881159,0.6152390089873838,2.854745637567132,6150,Houston,Waterfront,Townhouse,Unfurnished,962800.0
2792,5,2.0,1,67,4.796414305626768,1.6009480304122297,2.581189561643121,10.514125779886456,1.6195602165620206,9705,Houston,Westside,Condo,Fully Furnished,555600.0
1139,3,2.0,2,3,5.7951785515183465,2.1272782097260783,5.461978486636632,7.245950695547533,0.010422571876855564,4120,Miami,Westside,Penthouse,Unfurnished,988300.0
1832,3,1.0,1,7,4.330088315689815,6.995948816610294,7.325757814683899,5.348702473862863,2.8956447755121117,4161,Miami,Suburbs,Single-Family,Semi-Furnished,448900.0
1720,3,1.0,1,41,7.571530168858959,0.5289056076498239,4.090478134318244,1.4425851436190833,0.02938601980598512,5619,Houston,Westside,Single-Family,Unfurnished,597900.0
1577,2,1.0,0,48,8.75637135419766,0.19640243697929868,3.4324200801514917,7.11126410628948,3.2829313987500455,3931,Chicago,Downtown,Penthouse,Unfurnished,881800.0
3512,6,2.5,2,5,4.290161477916705,1.799814752450423,7.387943915261855,5.027844230212844,0.6090653426025147,7178,Houston,Eastside,Condo,Unfurnished,555300.0
2423,4,1.5,2,72,3.9377411493087395,0.2001639352082547,7.798096358360555,6.061651999369851,1.7992256189732871,3691,Miami,Uptown,Single-Family,Semi-Furnished,798400.0
1091,2,1.0,1,41,7.451522123711175,4.072157906981329,0.6854433567916612,7.749506406125397,2.322732735374691,4437,Los Angeles,Eastside,Single-Family,Fully Furnished,519000.0
2834,4,2.0,0,71,3.561224484541767,4.999651135697467,7.398214939356016,7.859236464751476,0.4954018072526584,1615,New York,Uptown,Condo,Fully Furnished,991600.0
3797,6,2.5,1,31,7.118718124878178,6.751640058132536,0.845594561470733,11.546891275559952,0.661102643669565,4028,Houston,Eastside,Penthouse,Semi-Furnished,1136600.0
2925,4,1.0,1,14,2.7554246375490843,4.766866284998091,2.8308324643919995,8.033114254552466,1.0686226608173333,2484,New York,Suburbs,Apartment,Semi-Furnished,504400.0
884,1,1.0,3,68,6.9610972796854975,8.68395679440957,6.148078154956549,4.403147612095655,1.310894398125936,5192,Houston,Downtown,Single-Family,Unfurnished,416300.0
1712,2,1.0,3,26,6.107253872083465,4.82832643094161,6.260888459129624,4.290777519298402,0.5180555646220719,1171,Houston,Westside,Single-Family,Fully Furnished,581500.0
3113,5,2.0,2,65,2.911245724610467,9.62519168689848,5.861410747297497,5.987350958438002,7.3184967822161155,6459,Los Angeles,Downtown,Townhouse,Fully Furnished,648200.0
1533,2,1.0,0,58,7.192829078916798,0.7509911905962907,0.5050774068763333,3.482268548484105,2.0034285238023273,2757,Miami,Westside,Condo,Fully Furnished,555700.0
2455,3,1.0,3,27,5.572457256272607,2.4250571931382785,1.2371351745879275,4.829048248452322,0.4806219989966568,8068,Chicago,Downtown,Single-Family,Semi-Furnished,927500.0
2719,6,2.0,1,23,3.7369204065366857,17.865734169375266,7.502488686114038,10.18429687719309,1.5342787500691188,7241,Miami,Westside,Townhouse,Fully Furnished,504100.0
1358,3,1.0,2,50,4.827073245617418,4.005324068181126,0.8353988294879482,10.387258432972768,0.8573801353845826,5571,New York,Westside,Apartment,Unfurnished,417600.0
2052,3,1.5,1,20,5.936816845111437,7.381511046548854,0.8126581523903098,7.719613499303914,2.95269726818076,1424,New York,Uptown,Condo,Fully Furnished,885600.0
500,1,1.0,1,30,2.732433818115056,0.10802842028170052,6.7180383145113876,7.202670832931958,0.5983676019151214,3244,Houston,Waterfront,Apartment,Fully Furnished,215900.0
1280,3,1.0,1,74,9.660875865026835,7.188423844371337,5.201872875138512,5.411648064935585,0.31211270616064457,2707,Miami,Waterfront,Townhouse,Unfurnished,1038400.0
1897,4,2.0,0,49,7.32449724969697,4.187327052131404,2.9429172355924007,7.812837529041736,0.0708516699750066,2957,Los Angeles,Eastside,Penthouse,Unfurnished,1070500.0
1101,2,1.0,1,39,2.820279850301568,0.6553405392480838,1.4925417991586858,9.769613475912134,6.232024134950706,7653,Chicago,Suburbs,Condo,Semi-Furnished,110800.0
3405,6,2.0,2,67,8.582897474627675,0.1,7.096529275163956,8.985241165953273,0.667607559814684,4194,Miami,Eastside,Penthouse,Semi-Furnished,1709600.0
955,2,1.0,0,15,4.580439447569163,1.0535205763483044,7.910594509502395,0.907784430293388,0.37368942508702135,3184,Houston,Waterfront,Townhouse,Unfurnished,403500.0
1747,2,1.0,0,75,6.774396293705471,8.659854021935256,0.5897794818540674,8.907994983964786,1.0152272613924587,3004,New York,Suburbs,Condo,Fully Furnished,518800.0
2204,4,1.5,0,62,4.217142732636586,3.860572828091694,4.522084380303574,8.77939817251252,0.5172028242973805,3436,Miami,Uptown,Single-Family,Fully Furnished,761400.0
3253,6,2.0,1,55,7.867247559316858,8.816900296632562,2.238167962265358,1.63839117192008,0.39770722914194,5565,New York,Suburbs,Townhouse,Unfurnished,1111900.0
951,3,1.0,3,79,7.784071800000818,2.068019799465337,6.692617301687692,2.2278446927749505,1.4371717959523533,1245,Houston,Waterfront,Townhouse,Semi-Furnished,643000.0
3030,4,2.5,0,23,6.416347654979344,9.655516074849452,2.899370115843485,9.56094787857376,0.11669650653005778,4696,New York,Westside,Apartment,Unfurnished,820400.0
2108,4,2.0,0,27,3.9274047397726246,2.17588824494814,5.774108455653451,6.928380149835922,1.0669451881371121,5347,Houston,Suburbs,Penthouse,Fully Furnished,509100.0
1314,2,1.0,2,30,4.029630460097164,0.7996665246539465,4.408282687904961,9.948733391735116,0.7351412726744072,1029,Chicago,Waterfront,Condo,Fully Furnished,683500.0
